tick,task_name,task_value,revenue,cost,agent_id
26,Bake,75,100,25,-1
26,Farm,10,10,0,-1
26,Bake,75,100,25,2
26,Bake,75,100,25,-1
26,Farm,10,10,0,-1
26,Bake,75,100,25,4
26,Bake,175,200,25,-1
26,Farm,1,1,0,-1
26,Farm,1,1,0,8
26,Bake,-15,10,25,-1
26,Farm,20,20,0,-1
26,Farm,20,20,0,0
26,Bake,75,100,25,-1
26,Farm,20,20,0,-1
26,Bake,75,100,25,10
26,Bake,75,100,25,-1
26,Farm,20,20,0,-1
26,Bake,75,100,25,11
26,Bake,175,200,25,-1
26,Farm,10,10,0,-1
26,Bake,175,200,25,7
26,Bake,175,200,25,-1
26,Farm,10,10,0,-1
26,Bake,175,200,25,6
26,Bake,175,200,25,-1
26,Farm,10,10,0,-1
26,Bake,175,200,25,5
26,Bake,75,100,25,-1
26,Farm,20,20,0,-1
26,Bake,75,100,25,9
26,Bake,175,200,25,-1
26,Farm,10,10,0,-1
26,Bake,175,200,25,13
27,Bake,-25,50,75,-1
27,Farm,30,30,0,-1
27,Farm,30,30,0,2
27,Bake,-25,50,75,-1
27,Farm,30,30,0,-1
27,Farm,30,30,0,4
27,Bake,25,100,75,-1
27,Farm,3,3,0,-1
27,Farm,3,3,0,8
27,Bake,-70,5,75,-1
27,Farm,60,60,0,-1
27,Farm,60,60,0,0
27,Bake,-25,50,75,-1
27,Farm,60,60,0,-1
27,Farm,60,60,0,10
27,Bake,-25,50,75,-1
27,Farm,60,60,0,-1
27,Farm,60,60,0,11
27,Bake,25,100,75,-1
27,Farm,30,30,0,-1
27,Farm,30,30,0,7
27,Bake,25,100,75,-1
27,Farm,30,30,0,-1
27,Farm,30,30,0,6
27,Bake,25,100,75,-1
27,Farm,30,30,0,-1
27,Farm,30,30,0,5
27,Bake,-25,50,75,-1
27,Farm,60,60,0,-1
27,Farm,60,60,0,9
27,Bake,25,100,75,-1
27,Farm,30,30,0,-1
27,Farm,30,30,0,13
28,Bake,30,30,0,-1
28,Farm,0,0,0,-1
28,Bake,30,30,0,2
28,Bake,30,30,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,4
28,Bake,60,60,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,8
28,Bake,3,3,0,-1
28,Farm,0,0,0,-1
28,Bake,3,3,0,0
28,Bake,30,30,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,10
28,Bake,30,30,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,11
28,Bake,60,60,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,7
28,Bake,60,60,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,6
28,Bake,60,60,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,5
28,Bake,30,30,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,9
28,Bake,60,60,0,-1
28,Farm,0,0,0,-1
28,Farm,0,0,0,13
29,Bake,-10,40,50,-1
29,Farm,20,20,0,-1
29,Farm,20,20,0,2
29,Bake,-10,40,50,-1
29,Farm,20,20,0,-1
29,Farm,20,20,0,4
29,Bake,30,80,50,-1
29,Farm,2,2,0,-1
29,Bake,30,80,50,8
29,Bake,-46,4,50,-1
29,Farm,40,40,0,-1
29,Farm,40,40,0,0
29,Bake,-10,40,50,-1
29,Farm,40,40,0,-1
29,Farm,40,40,0,10
29,Bake,-10,40,50,-1
29,Farm,40,40,0,-1
29,Farm,40,40,0,11
29,Bake,30,80,50,-1
29,Farm,20,20,0,-1
29,Bake,30,80,50,7
29,Bake,30,80,50,-1
29,Farm,20,20,0,-1
29,Farm,20,20,0,6
29,Bake,30,80,50,-1
29,Farm,20,20,0,-1
29,Farm,20,20,0,5
29,Bake,-10,40,50,-1
29,Farm,40,40,0,-1
29,Farm,40,40,0,9
29,Bake,30,80,50,-1
29,Farm,20,20,0,-1
29,Bake,30,80,50,13
30,Bake,10,10,0,-1
30,Farm,0,0,0,-1
30,Farm,0,0,0,2
30,Bake,10,10,0,-1
30,Farm,0,0,0,-1
30,Bake,10,10,0,4
30,Bake,20,20,0,-1
30,Farm,0,0,0,-1
30,Farm,0,0,0,8
30,Bake,1,1,0,-1
30,Farm,0,0,0,-1
30,Bake,1,1,0,0
30,Bake,10,10,0,-1
30,Farm,0,0,0,-1
30,Bake,10,10,0,10
30,Bake,10,10,0,-1
30,Farm,0,0,0,-1
30,Bake,10,10,0,11
30,Bake,20,20,0,-1
30,Farm,0,0,0,-1
30,Farm,0,0,0,7
30,Bake,20,20,0,-1
30,Farm,0,0,0,-1
30,Bake,20,20,0,6
30,Bake,20,20,0,-1
30,Farm,0,0,0,-1
30,Bake,20,20,0,5
30,Bake,10,10,0,-1
30,Farm,0,0,0,-1
30,Bake,10,10,0,9
30,Bake,20,20,0,-1
30,Farm,0,0,0,-1
30,Farm,0,0,0,13
31,Bake,20,20,0,-1
31,Farm,0,0,0,-1
31,Farm,0,0,0,2
31,Bake,20,20,0,-1
31,Farm,0,0,0,-1
31,Farm,0,0,0,4
31,Bake,40,40,0,-1
31,Farm,0,0,0,-1
31,Farm,0,0,0,8
31,Bake,2,2,0,-1
31,Farm,0,0,0,-1
31,Bake,2,2,0,0
31,Bake,20,20,0,-1
31,Farm,0,0,0,-1
31,Bake,20,20,0,10
31,Bake,20,20,0,-1
31,Farm,0,0,0,-1
31,Bake,20,20,0,11
31,Bake,40,40,0,-1
31,Farm,0,0,0,-1
31,Farm,0,0,0,7
31,Bake,40,40,0,-1
31,Farm,0,0,0,-1
31,Farm,0,0,0,6
31,Bake,40,40,0,-1
31,Farm,0,0,0,-1
31,Farm,0,0,0,5
31,Bake,20,20,0,-1
31,Farm,0,0,0,-1
31,Bake,20,20,0,9
31,Bake,40,40,0,-1
31,Farm,0,0,0,-1
31,Farm,0,0,0,13
32,Bake,60,60,0,-1
32,Farm,0,0,0,-1
32,Bake,60,60,0,2
32,Bake,60,60,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,4
32,Bake,120,120,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,8
32,Bake,6,6,0,-1
32,Farm,0,0,0,-1
32,Bake,6,6,0,0
32,Bake,60,60,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,10
32,Bake,60,60,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,11
32,Bake,120,120,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,7
32,Bake,120,120,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,6
32,Bake,120,120,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,5
32,Bake,60,60,0,-1
32,Farm,0,0,0,-1
32,Farm,0,0,0,9
32,Bake,120,120,0,-1
32,Farm,0,0,0,-1
32,Bake,120,120,0,13
33,Bake,-10,40,50,-1
33,Farm,20,20,0,-1
33,Farm,20,20,0,2
33,Bake,-10,40,50,-1
33,Farm,20,20,0,-1
33,Farm,20,20,0,4
33,Bake,30,80,50,-1
33,Farm,2,2,0,-1
33,Farm,2,2,0,8
33,Bake,-46,4,50,-1
33,Farm,40,40,0,-1
33,Farm,40,40,0,0
33,Bake,-10,40,50,-1
33,Farm,40,40,0,-1
33,Farm,40,40,0,10
33,Bake,-10,40,50,-1
33,Farm,40,40,0,-1
33,Farm,40,40,0,11
33,Bake,30,80,50,-1
33,Farm,20,20,0,-1
33,Bake,30,80,50,7
33,Bake,30,80,50,-1
33,Farm,20,20,0,-1
33,Bake,30,80,50,6
33,Bake,30,80,50,-1
33,Farm,20,20,0,-1
33,Bake,30,80,50,5
33,Bake,-10,40,50,-1
33,Farm,40,40,0,-1
33,Farm,40,40,0,9
33,Bake,30,80,50,-1
33,Farm,20,20,0,-1
33,Farm,20,20,0,13
34,Bake,10,10,0,-1
34,Farm,0,0,0,-1
34,Farm,0,0,0,2
34,Bake,10,10,0,-1
34,Farm,0,0,0,-1
34,Bake,10,10,0,4
34,Bake,20,20,0,-1
34,Farm,0,0,0,-1
34,Farm,0,0,0,8
34,Bake,1,1,0,-1
34,Farm,0,0,0,-1
34,Bake,1,1,0,0
34,Bake,10,10,0,-1
34,Farm,0,0,0,-1
34,Bake,10,10,0,10
34,Bake,10,10,0,-1
34,Farm,0,0,0,-1
34,Bake,10,10,0,11
34,Bake,20,20,0,-1
34,Farm,0,0,0,-1
34,Farm,0,0,0,7
34,Bake,20,20,0,-1
34,Farm,0,0,0,-1
34,Farm,0,0,0,6
34,Bake,20,20,0,-1
34,Farm,0,0,0,-1
34,Farm,0,0,0,5
34,Bake,10,10,0,-1
34,Farm,0,0,0,-1
34,Bake,10,10,0,9
34,Bake,20,20,0,-1
34,Farm,0,0,0,-1
34,Farm,0,0,0,13
35,Bake,30,30,0,-1
35,Farm,0,0,0,-1
35,Bake,30,30,0,2
35,Bake,30,30,0,-1
35,Farm,0,0,0,-1
35,Farm,0,0,0,4
35,Bake,60,60,0,-1
35,Farm,0,0,0,-1
35,Farm,0,0,0,8
35,Bake,3,3,0,-1
35,Farm,0,0,0,-1
35,Farm,0,0,0,0
35,Bake,30,30,0,-1
35,Farm,0,0,0,-1
35,Bake,30,30,0,10
35,Bake,30,30,0,-1
35,Farm,0,0,0,-1
35,Bake,30,30,0,11
35,Bake,60,60,0,-1
35,Farm,0,0,0,-1
35,Farm,0,0,0,7
35,Bake,60,60,0,-1
35,Farm,0,0,0,-1
35,Farm,0,0,0,6
35,Bake,60,60,0,-1
35,Farm,0,0,0,-1
35,Farm,0,0,0,5
35,Bake,30,30,0,-1
35,Farm,0,0,0,-1
35,Bake,30,30,0,9
35,Bake,60,60,0,-1
35,Farm,0,0,0,-1
35,Farm,0,0,0,13
36,Bake,-50,0,50,-1
36,Farm,20,20,0,-1
36,Farm,20,20,0,2
36,Bake,-50,0,50,-1
36,Farm,20,20,0,-1
36,Farm,20,20,0,4
36,Bake,-50,0,50,-1
36,Farm,2,2,0,-1
36,Farm,2,2,0,8
36,Bake,-50,0,50,-1
36,Farm,40,40,0,-1
36,Farm,40,40,0,10
36,Bake,-50,0,50,-1
36,Farm,40,40,0,-1
36,Farm,40,40,0,11
36,Bake,-50,0,50,-1
36,Farm,20,20,0,-1
36,Farm,20,20,0,7
36,Bake,-50,0,50,-1
36,Farm,20,20,0,-1
36,Farm,20,20,0,6
36,Bake,-50,0,50,-1
36,Farm,20,20,0,-1
36,Farm,20,20,0,5
36,Bake,-50,0,50,-1
36,Farm,40,40,0,-1
36,Farm,40,40,0,9
36,Bake,-50,0,50,-1
36,Farm,20,20,0,-1
36,Farm,20,20,0,13
37,Bake,50,50,0,-1
37,Farm,0,0,0,-1
37,Farm,0,0,0,2
37,Bake,50,50,0,-1
37,Farm,0,0,0,-1
37,Bake,50,50,0,4
37,Bake,100,100,0,-1
37,Farm,0,0,0,-1
37,Farm,0,0,0,8
37,Bake,50,50,0,-1
37,Farm,0,0,0,-1
37,Farm,0,0,0,10
37,Bake,50,50,0,-1
37,Farm,0,0,0,-1
37,Farm,0,0,0,11
37,Bake,100,100,0,-1
37,Farm,0,0,0,-1
37,Bake,100,100,0,7
37,Bake,100,100,0,-1
37,Farm,0,0,0,-1
37,Bake,100,100,0,6
37,Bake,100,100,0,-1
37,Farm,0,0,0,-1
37,Bake,100,100,0,5
37,Bake,50,50,0,-1
37,Farm,0,0,0,-1
37,Farm,0,0,0,9
37,Bake,100,100,0,-1
37,Farm,0,0,0,-1
37,Bake,100,100,0,13
38,Bake,5,30,25,-1
38,Farm,10,10,0,-1
38,Farm,10,10,0,2
38,Bake,5,30,25,-1
38,Farm,10,10,0,-1
38,Farm,10,10,0,4
38,Bake,35,60,25,-1
38,Farm,1,1,0,-1
38,Farm,1,1,0,8
38,Bake,5,30,25,-1
38,Farm,20,20,0,-1
38,Farm,20,20,0,10
38,Bake,5,30,25,-1
38,Farm,20,20,0,-1
38,Farm,20,20,0,11
38,Bake,35,60,25,-1
38,Farm,10,10,0,-1
38,Farm,10,10,0,7
38,Bake,35,60,25,-1
38,Farm,10,10,0,-1
38,Farm,10,10,0,6
38,Bake,35,60,25,-1
38,Farm,10,10,0,-1
38,Farm,10,10,0,5
38,Bake,5,30,25,-1
38,Farm,20,20,0,-1
38,Farm,20,20,0,9
38,Bake,35,60,25,-1
38,Farm,10,10,0,-1
38,Farm,10,10,0,13
39,Bake,10,10,0,-1
39,Farm,0,0,0,-1
39,Bake,10,10,0,2
39,Bake,10,10,0,-1
39,Farm,0,0,0,-1
39,Farm,0,0,0,4
39,Bake,10,10,0,-1
39,Farm,0,0,0,-1
39,Bake,10,10,0,10
39,Bake,10,10,0,-1
39,Farm,0,0,0,-1
39,Bake,10,10,0,11
39,Bake,20,20,0,-1
39,Farm,0,0,0,-1
39,Farm,0,0,0,7
39,Bake,20,20,0,-1
39,Farm,0,0,0,-1
39,Farm,0,0,0,6
39,Bake,20,20,0,-1
39,Farm,0,0,0,-1
39,Farm,0,0,0,5
39,Bake,10,10,0,-1
39,Farm,0,0,0,-1
39,Bake,10,10,0,9
39,Bake,20,20,0,-1
39,Farm,0,0,0,-1
39,Bake,20,20,0,13
40,Bake,40,40,0,-1
40,Farm,0,0,0,-1
40,Farm,0,0,0,2
40,Bake,40,40,0,-1
40,Farm,0,0,0,-1
40,Bake,40,40,0,4
40,Bake,40,40,0,-1
40,Farm,0,0,0,-1
40,Bake,40,40,0,10
40,Bake,40,40,0,-1
40,Farm,0,0,0,-1
40,Bake,40,40,0,11
40,Bake,80,80,0,-1
40,Farm,0,0,0,-1
40,Bake,80,80,0,7
40,Bake,80,80,0,-1
40,Farm,0,0,0,-1
40,Bake,80,80,0,6
40,Bake,80,80,0,-1
40,Farm,0,0,0,-1
40,Bake,80,80,0,5
40,Bake,40,40,0,-1
40,Farm,0,0,0,-1
40,Bake,40,40,0,9
40,Bake,80,80,0,-1
40,Farm,0,0,0,-1
40,Farm,0,0,0,13
41,Bake,-30,20,50,-1
41,Farm,20,20,0,-1
41,Farm,20,20,0,2
41,Bake,-30,20,50,-1
41,Farm,20,20,0,-1
41,Farm,20,20,0,4
41,Bake,-30,20,50,-1
41,Farm,40,40,0,-1
41,Farm,40,40,0,10
41,Bake,-30,20,50,-1
41,Farm,40,40,0,-1
41,Farm,40,40,0,11
41,Bake,-10,40,50,-1
41,Farm,20,20,0,-1
41,Farm,20,20,0,7
41,Bake,-10,40,50,-1
41,Farm,20,20,0,-1
41,Farm,20,20,0,6
41,Bake,-10,40,50,-1
41,Farm,20,20,0,-1
41,Farm,20,20,0,5
41,Bake,-30,20,50,-1
41,Farm,40,40,0,-1
41,Farm,40,40,0,9
41,Bake,-10,40,50,-1
41,Farm,20,20,0,-1
41,Farm,20,20,0,13
42,Bake,20,20,0,-1
42,Farm,0,0,0,-1
42,Bake,20,20,0,2
42,Bake,20,20,0,-1
42,Farm,0,0,0,-1
42,Farm,0,0,0,4
42,Bake,20,20,0,-1
42,Farm,0,0,0,-1
42,Bake,20,20,0,10
42,Bake,20,20,0,-1
42,Farm,0,0,0,-1
42,Bake,20,20,0,11
42,Bake,40,40,0,-1
42,Farm,0,0,0,-1
42,Farm,0,0,0,7
42,Bake,40,40,0,-1
42,Farm,0,0,0,-1
42,Farm,0,0,0,6
42,Bake,40,40,0,-1
42,Farm,0,0,0,-1
42,Farm,0,0,0,5
42,Bake,20,20,0,-1
42,Farm,0,0,0,-1
42,Bake,20,20,0,9
42,Bake,40,40,0,-1
42,Farm,0,0,0,-1
42,Farm,0,0,0,13
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,2
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,4
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,10
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,11
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,7
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,6
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,5
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,9
43,Bake,0,0,0,-1
43,Farm,0,0,0,-1
43,Farm,0,0,0,13
44,Bake,30,30,0,-1
44,Farm,0,0,0,-1
44,Farm,0,0,0,2
44,Bake,30,30,0,-1
44,Farm,0,0,0,-1
44,Bake,30,30,0,4
44,Bake,30,30,0,-1
44,Farm,0,0,0,-1
44,Bake,30,30,0,10
44,Bake,30,30,0,-1
44,Farm,0,0,0,-1
44,Bake,30,30,0,11
44,Bake,60,60,0,-1
44,Farm,0,0,0,-1
44,Bake,60,60,0,7
44,Bake,60,60,0,-1
44,Farm,0,0,0,-1
44,Bake,60,60,0,6
44,Bake,60,60,0,-1
44,Farm,0,0,0,-1
44,Bake,60,60,0,5
44,Bake,30,30,0,-1
44,Farm,0,0,0,-1
44,Bake,30,30,0,9
44,Bake,60,60,0,-1
44,Farm,0,0,0,-1
44,Bake,60,60,0,13
45,Bake,10,10,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,2
45,Bake,10,10,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,4
45,Bake,10,10,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,10
45,Bake,10,10,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,11
45,Bake,20,20,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,7
45,Bake,20,20,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,6
45,Bake,20,20,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,5
45,Bake,10,10,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,9
45,Bake,20,20,0,-1
45,Farm,0,0,0,-1
45,Farm,0,0,0,13
46,Bake,20,20,0,-1
46,Farm,0,0,0,-1
46,Bake,20,20,0,2
46,Bake,20,20,0,-1
46,Farm,0,0,0,-1
46,Farm,0,0,0,4
46,Bake,20,20,0,-1
46,Farm,0,0,0,-1
46,Farm,0,0,0,10
46,Bake,20,20,0,-1
46,Farm,0,0,0,-1
46,Farm,0,0,0,11
46,Bake,40,40,0,-1
46,Farm,0,0,0,-1
46,Farm,0,0,0,7
46,Bake,40,40,0,-1
46,Farm,0,0,0,-1
46,Farm,0,0,0,6
46,Bake,40,40,0,-1
46,Farm,0,0,0,-1
46,Farm,0,0,0,5
46,Bake,20,20,0,-1
46,Farm,0,0,0,-1
46,Farm,0,0,0,9
46,Bake,40,40,0,-1
46,Farm,0,0,0,-1
46,Bake,40,40,0,13
47,Bake,10,10,0,-1
47,Farm,0,0,0,-1
47,Farm,0,0,0,2
47,Bake,10,10,0,-1
47,Farm,0,0,0,-1
47,Bake,10,10,0,4
47,Bake,10,10,0,-1
47,Farm,0,0,0,-1
47,Bake,10,10,0,10
47,Bake,10,10,0,-1
47,Farm,0,0,0,-1
47,Bake,10,10,0,11
47,Bake,20,20,0,-1
47,Farm,0,0,0,-1
47,Bake,20,20,0,7
47,Bake,20,20,0,-1
47,Farm,0,0,0,-1
47,Bake,20,20,0,6
47,Bake,20,20,0,-1
47,Farm,0,0,0,-1
47,Bake,20,20,0,5
47,Bake,10,10,0,-1
47,Farm,0,0,0,-1
47,Bake,10,10,0,9
47,Bake,20,20,0,-1
47,Farm,0,0,0,-1
47,Farm,0,0,0,13
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,2
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,4
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,10
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,11
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,7
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,6
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,5
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,9
48,Bake,0,0,0,-1
48,Farm,0,0,0,-1
48,Farm,0,0,0,13
49,Bake,10,10,0,-1
49,Farm,0,0,0,-1
49,Bake,10,10,0,2
49,Bake,10,10,0,-1
49,Farm,0,0,0,-1
49,Farm,0,0,0,4
49,Bake,10,10,0,-1
49,Farm,0,0,0,-1
49,Bake,10,10,0,10
49,Bake,10,10,0,-1
49,Farm,0,0,0,-1
49,Bake,10,10,0,11
49,Bake,20,20,0,-1
49,Farm,0,0,0,-1
49,Farm,0,0,0,7
49,Bake,20,20,0,-1
49,Farm,0,0,0,-1
49,Farm,0,0,0,6
49,Bake,20,20,0,-1
49,Farm,0,0,0,-1
49,Farm,0,0,0,5
49,Bake,10,10,0,-1
49,Farm,0,0,0,-1
49,Bake,10,10,0,9
49,Bake,20,20,0,-1
49,Farm,0,0,0,-1
49,Farm,0,0,0,13
